
résoudre Participe Passé,je résolu,tu résolu,il résolu,nous résolu,vous résolu,ils résolu

sourdre Présent,,,il sourd,,,ils sourdent
sourdre Passé Composé,,,,,,
sourdre Imparfait,,,il sourdait,,,ils sourdaient
sourdre Plus-que-parfait,,,,,,
sourdre Futur Simple,,,,,,
sourdre Futur Antérieur,,,,,,
sourdre Conditionnel Présent,,,,,,
sourdre Conditionnel Passé,,,,,,
sourdre Subjonctif Présent,,,,,,
sourdre Subjonctif Passé,,,,,,
sourdre Subjonctif Imparfait,,,,,,
sourdre Subjonctif Plus-que-parfait,,,,,,
sourdre Passé simple,,,,,,
sourdre Passé Antérieur,,,,,,
sourdre Impératif Présent,,,,,,
sourdre Infinitif Présent,je sourdre,tu sourdre,il sourdre,nous sourdre,vous sourdre,ils sourdre
sourdre Participe Présent,,,,,,
sourdre Participe Passé,,,,,,

stupéfaire Présent,,,il stupéfait,,,
stupéfaire Passé Composé,j'ai stupéfait,tu as stupéfait,il a stupéfait,nous avons stupéfait,vous avez stupéfait,ils ont stupéfait
stupéfaire Imparfait,,,,,,
stupéfaire Plus-que-parfait,j'avais stupéfait,tu avais stupéfait,il avait stupéfait,nous avions stupéfait,vous aviez stupéfait,ils avaient stupéfait
stupéfaire Futur Simple,,,,,,
stupéfaire Futur Antérieur,j'aurai stupéfait,tu auras stupéfait,il aura stupéfait,nous aurons stupéfait,vous aurez stupéfait,ils auront stupéfait
stupéfaire Conditionnel Présent,,,,,,
stupéfaire Conditionnel Passé,j'aurais stupéfait,tu aurais stupéfait,il aurait stupéfait,nous aurions stupéfait,vous auriez stupéfait,ils auraient stupéfait
stupéfaire Subjonctif Présent,,,,,,
stupéfaire Subjonctif Passé,que j'aie stupéfait,que tu aies stupéfait,qu'il ait stupéfait,que nous ayons stupéfait,que vous ayez stupéfait,qu'ils aient stupéfait
stupéfaire Subjonctif Imparfait,,,,,,
stupéfaire Subjonctif Plus-que-parfait,que j'eusse stupéfait,que tu eusses stupéfait,qu'il eût stupéfait,que nous eussions stupéfait,que vous eussiez stupéfait,qu'ils eussent stupéfait
stupéfaire Passé simple,,,,,,
stupéfaire Passé Antérieur,j'eus stupéfait,tu eus stupéfait,il eut stupéfait,nous eûmes stupéfait,vous eûtes stupéfait,ils eurent stupéfait
stupéfaire Impératif Présent,,,,,,
stupéfaire Infinitif Présent,je stupéfaire,tu stupéfaire,il stupéfaire,nous stupéfaire,vous stupéfaire,ils stupéfaire
stupéfaire Participe Présent,,,,,,
stupéfaire Participe Passé,je stupéfait,tu stupéfait,il stupéfait,nous stupéfait,vous stupéfait,ils stupéfait

suffire Présent,je suffis,tu suffis,il suffit,nous suffisons,vous suffisez,ils suffisent
suffire Passé Composé,j'ai suffi,tu as suffi,il a suffi,nous avons suffi,vous avez suffi,ils ont suffi
suffire Imparfait,je suffisais,tu suffisais,il suffisait,nous suffisions,vous suffisiez,ils suffisaient
suffire Plus-que-parfait,j'avais suffi,tu avais suffi,il avait suffi,nous avions suffi,vous aviez suffi,ils avaient suffi
suffire Futur Simple,je suffirai,tu suffiras,il suffira,nous suffirons,vous suffirez,ils suffiront
suffire Futur Antérieur,j'aurai suffi,tu auras suffi,il aura suffi,nous aurons suffi,vous aurez suffi,ils auront suffi
suffire Conditionnel Présent,je suffirais,tu suffirais,il suffirait,nous suffirions,vous suffiriez,ils suffiraient
suffire Conditionnel Passé,j'aurais suffi,tu aurais suffi,il aurait suffi,nous aurions suffi,vous auriez suffi,ils auraient suffi
suffire Subjonctif Présent,que je suffise,que tu suffises,qu'il suffise,que nous suffisions,que vous suffisiez,qu'ils suffisent
suffire Subjonctif Passé,que j'aie suffi,que tu aies suffi,qu'il ait suffi,que nous ayons suffi,que vous ayez suffi,qu'ils aient suffi
suffire Subjonctif Imparfait,que je suffisse,que tu suffisses,qu'il suffît,que nous suffissions,que vous suffissiez,qu'ils suffissent
suffire Subjonctif Plus-que-parfait,que j'eusse suffi,que tu eusses suffi,qu'il eût suffi,que nous eussions suffi,que vous eussiez suffi,qu'ils eussent suffi
suffire Passé simple,je suffis,tu suffis,il suffit,nous suffîmes,vous suffîtes,ils suffirent
suffire Passé Antérieur,j'eus suffi,tu eus suffi,il eut suffi,nous eûmes suffi,vous eûtes suffi,ils eurent suffi
suffire Impératif Présent,,tu suffis,,nous suffisons,vous suffisez,
suffire Infinitif Présent,je suffire,tu suffire,il suffire,nous suffire,vous suffire,ils suffire
suffire Participe Présent,je suffisant,tu suffisant,il suffisant,nous suffisant,vous suffisant,ils suffisant
suffire Participe Passé,je suffi,tu suffi,il suffi,nous suffi,vous suffi,ils suffi

taire Présent,je tais,tu tais,il tait,nous taisons,vous taisez,ils taisent
taire Passé Composé,j'ai tu,tu as tu,il a tu,nous avons tu,vous avez tu,ils ont tu
taire Imparfait,je taisais,tu taisais,il taisait,nous taisions,vous taisiez,ils taisaient
taire Plus-que-parfait,j'avais tu,tu avais tu,il avait tu,nous avions tu,vous aviez tu,ils avaient tu
taire Futur Simple,je tairai,tu tairas,il taira,nous tairons,vous tairez,ils tairont
taire Futur Antérieur,j'aurai tu,tu auras tu,il aura tu,nous aurons tu,vous aurez tu,ils auront tu
taire Conditionnel Présent,je tairais,tu tairais,il tairait,nous tairions,vous tairiez,ils tairaient
taire Conditionnel Passé,j'aurais tu,tu aurais tu,il aurait tu,nous aurions tu,vous auriez tu,ils auraient tu
taire Subjonctif Présent,que je taise,que tu taises,qu'il taise,que nous taisions,que vous taisiez,qu'ils taisent
taire Subjonctif Passé,que j'aie tu,que tu aies tu,qu'il ait tu,que nous ayons tu,que vous ayez tu,qu'ils aient tu
taire Subjonctif Imparfait,que je tusse,que tu tusses,qu'il tût,que nous tussions,que vous tussiez,qu'ils tussent
taire Subjonctif Plus-que-parfait,que j'eusse tu,que tu eusses tu,qu'il eût tu,que nous eussions tu,que vous eussiez tu,qu'ils eussent tu
taire Passé simple,je tus,tu tus,il tut,nous tûmes,vous tûtes,ils turent
taire Passé Antérieur,j'eus tu,tu eus tu,il eut tu,nous eûmes tu,vous eûtes tu,ils eurent tu
taire Impératif Présent,,tu tais,,nous taisons,vous taisez,
taire Infinitif Présent,je taire,tu taire,il taire,nous taire,vous taire,ils taire
taire Participe Présent,je taisant,tu taisant,il taisant,nous taisant,vous taisant,ils taisant
taire Participe Passé,je tu,tu tu,il tu,nous tu,vous tu,ils tu

tistre Présent,,,,,,
tistre Passé Composé,j'ai tissu,tu as tissu,il a tissu,nous avons tissu,vous avez tissu,ils ont tissu
tistre Imparfait,,,,,,
tistre Plus-que-parfait,j'avais tissu,tu avais tissu,il avait tissu,nous avions tissu,vous aviez tissu,ils avaient tissu
tistre Futur Simple,,,,,,
tistre Futur Antérieur,j'aurai tissu,tu auras tissu,il aura tissu,nous aurons tissu,vous aurez tissu,ils auront tissu
tistre Conditionnel Présent,,,,,,
tistre Conditionnel Passé,j'aurais tissu,tu aurais tissu,il aurait tissu,nous aurions tissu,vous auriez tissu,ils auraient tissu
tistre Subjonctif Présent,,,,,,
tistre Subjonctif Passé,que j'aie tissu,que tu aies tissu,qu'il ait tissu,que nous ayons tissu,que vous ayez tissu,qu'ils aient tissu
tistre Subjonctif Imparfait,,,,,,
tistre Subjonctif Plus-que-parfait,que j'eusse tissu,que tu eusses tissu,qu'il eût tissu,que nous eussions tissu,que vous eussiez tissu,qu'ils eussent tissu
tistre Passé simple,,,,,,
tistre Passé Antérieur,j'eus tissu,tu eus tissu,il eut tissu,nous eûmes tissu,vous eûtes tissu,ils eurent tissu
tistre Impératif Présent,,,,,,
tistre Infinitif Présent,je tistre,tu tistre,il tistre,nous tistre,vous tistre,ils tistre
tistre Participe Présent,,,,,,
tistre Participe Passé,je tissu,tu tissu,il tissu,nous tissu,vous tissu,ils tissu

éclore Présent,,,il éclot,,,ils éclosent
éclore Passé Composé,j'ai éclos,tu as éclos,il a éclos,nous avons éclos,vous avez éclos,ils ont éclos
éclore Imparfait,,,,,,
éclore Plus-que-parfait,j'avais éclos,tu avais éclos,il avait éclos,nous avions éclos,vous aviez éclos,ils avaient éclos
éclore Futur Simple,,,il éclora,,,ils écloront
éclore Futur Antérieur,j'aurai éclos,tu auras éclos,il aura éclos,nous aurons éclos,vous aurez éclos,ils auront éclos
éclore Conditionnel Présent,,,il éclorait,,,ils écloraient
éclore Conditionnel Passé,j'aurais éclos,tu aurais éclos,il aurait éclos,nous aurions éclos,vous auriez éclos,ils auraient éclos
éclore Subjonctif Présent,,,qu'il éclose,,,qu'ils éclosent
éclore Subjonctif Passé,que j'aie éclos,que tu aies éclos,qu'il ait éclos,que nous ayons éclos,que vous ayez éclos,qu'ils aient éclos
éclore Subjonctif Imparfait,,,,,,
éclore Subjonctif Plus-que-parfait,que j'eusse éclos,que tu eusses éclos,qu'il eût éclos,que nous eussions éclos,que vous eussiez éclos,qu'ils eussent éclos
éclore Passé simple,,,,,,
éclore Passé Antérieur,j'eus éclos,tu eus éclos,il eut éclos,nous eûmes éclos,vous eûtes éclos,ils eurent éclos
éclore Impératif Présent,,,,,,
éclore Infinitif Présent,j'éclore,tu éclore,il éclore,nous éclore,vous éclore,ils éclore
éclore Participe Présent,j'éclosant,tu éclosant,il éclosant,nous éclosant,vous éclosant,ils éclosant
éclore Participe Passé,j'éclos,tu éclos,il éclos,nous éclos,vous éclos,ils éclos

être Présent,je suis,tu es,il est,nous sommes,vous êtes,ils sont
être Passé Composé,j'ai été,tu as été,il a été,nous avons été,vous avez été,ils ont été
être Imparfait,j'étais,tu étais,il était,nous étions,vous étiez,ils étaient
être Plus-que-parfait,j'avais été,tu avais été,il avait été,nous avions été,vous aviez été,ils avaient été
être Futur Simple,je serai,tu seras,il sera,nous serons,vous serez,ils seront
être Futur Antérieur,j'aurai été,tu auras été,il aura été,nous aurons été,vous aurez été,ils auront été
être Conditionnel Présent,je serais,tu serais,il serait,nous serions,vous seriez,ils seraient
être Conditionnel Passé,j'aurais été,tu aurais été,il aurait été,nous aurions été,vous auriez été,ils auraient été
être Subjonctif Présent,que je sois,que tu sois,qu'il soit,que nous soyons,que vous soyez,qu'ils soient
être Subjonctif Passé,que j'aie été,que tu aies été,qu'il ait été,que nous ayons été,que vous ayez été,qu'ils aient été
être Subjonctif Imparfait,que je fusse,que tu fusses,qu'il fût,que nous fussions,que vous fussiez,qu'ils fussent
être Subjonctif Plus-que-parfait,que j'eusse été,que tu eusses été,qu'il eût été,que nous eussions été,que vous eussiez été,qu'ils eussent été
être Passé simple,je fus,tu fus,il fut,nous fûmes,vous fûtes,ils furent
être Passé Antérieur,j'eus été,tu eus été,il eut été,nous eûmes été,vous eûtes été,ils eurent été
être Impératif Présent,,tu sois,,nous soyons,vous soyez,
être Infinitif Présent,j'être,tu être,il être,nous être,vous être,ils être
être Participe Présent,j'étant,tu étant,il étant,nous étant,vous étant,ils étant
être Participe Passé,j'été,tu été,il été,nous été,vous été,ils été

aindre Présent,j'ains,tu ains,il aint,nous aignons,vous aignez,ils aignent
aindre Passé Composé,j'ai aint,tu as aint,il a aint,nous avons aint,vous avez aint,ils ont aint
aindre Imparfait,j'aignais,tu aignais,il aignait,nous aignions,vous aigniez,ils aignaient
aindre Plus-que-parfait,j'avais aint,tu avais aint,il avait aint,nous avions aint,vous aviez aint,ils avaient aint
aindre Futur Simple,j'aindrai,tu aindras,il aindra,nous aindrons,vous aindrez,ils aindront
aindre Futur Antérieur,j'aurai aint,tu auras aint,il aura aint,nous aurons aint,vous aurez aint,ils auront aint
aindre Conditionnel Présent,j'aindrais,tu aindrais,il aindrait,nous aindrions,vous aindriez,ils aindraient
aindre Conditionnel Passé,j'aurais aint,tu aurais aint,il aurait aint,nous aurions aint,vous auriez aint,ils auraient aint
aindre Subjonctif Présent,que j'aigne,que tu aignes,qu'il aigne,que nous aignions,que vous aigniez,qu'ils aignent
aindre Subjonctif Passé,que j'aie aint,que tu aies aint,qu'il ait aint,que nous ayons aint,que vous ayez aint,qu'ils aient aint
aindre Subjonctif Imparfait,que j'aignisse,que tu aignisses,qu'il aignît,que nous aignissions,que vous aignissiez,qu'ils aignissent
aindre Subjonctif Plus-que-parfait,que j'eusse aint,que tu eusses aint,qu'il eût aint,que nous eussions aint,que vous eussiez aint,qu'ils eussent aint
aindre Passé simple,j'aignis,tu aignis,il aignit,nous aignîmes,vous aignîtes,ils aignirent
aindre Passé Antérieur,j'eus aint,tu eus aint,il eut aint,nous eûmes aint,vous eûtes aint,ils eurent aint
aindre Impératif Présent,,tu ains,,nous aignons,vous aignez,
aindre Infinitif Présent,j'aindre,tu aindre,il aindre,nous aindre,vous aindre,ils aindre
aindre Participe Présent,j'aignant,tu aignant,il aignant,nous aignant,vous aignant,ils aignant
aindre Participe Passé,j'aint,tu aint,il aint,nous aint,vous aint,ils aint

battre Présent,je bats,tu bats,il bat,nous battons,vous battez,ils battent
battre Passé Composé,j'ai battu,tu as battu,il a battu,nous avons battu,vous avez battu,ils ont battu
battre Imparfait,je battais,tu battais,il battait,nous battions,vous battiez,ils battaient
battre Plus-que-parfait,j'avais battu,tu avais battu,il avait battu,nous avions battu,vous aviez battu,ils avaient battu
battre Futur Simple,je battrai,tu battras,il battra,nous battrons,vous battrez,ils battront
battre Futur Antérieur,j'aurai battu,tu auras battu,il aura battu,nous aurons battu,vous aurez battu,ils auront battu
battre Conditionnel Présent,je battrais,tu battrais,il battrait,nous battrions,vous battriez,ils battraient
battre Conditionnel Passé,j'aurais battu,tu aurais battu,il aurait battu,nous aurions battu,vous auriez battu,ils auraient battu
battre Subjonctif Présent,que je batte,que tu battes,qu'il batte,que nous battions,que vous battiez,qu'ils battent
battre Subjonctif Passé,que j'aie battu,que tu aies battu,qu'il ait battu,que nous ayons battu,que vous ayez battu,qu'ils aient battu
battre Subjonctif Imparfait,que je battisse,que tu battisses,qu'il battît,que nous battissions,que vous battissiez,qu'ils battissent
battre Subjonctif Plus-que-parfait,que j'eusse battu,que tu eusses battu,qu'il eût battu,que nous eussions battu,que vous eussiez battu,qu'ils eussent battu
battre Passé simple,je battis,tu battis,il battit,nous battîmes,vous battîtes,ils battirent
battre Passé Antérieur,j'eus battu,tu eus battu,il eut battu,nous eûmes battu,vous eûtes battu,ils eurent battu
battre Impératif Présent,,tu bats,,nous battons,vous battez,
battre Infinitif Présent,je battre,tu battre,il battre,nous battre,vous battre,ils battre
battre Participe Présent,je battant,tu battant,il battant,nous battant,vous battant,ils battant
battre Participe Passé,je battu,tu battu,il battu,nous battu,vous battu,ils battu

iendre Présent,j'iens,tu iens,il ient,nous iegnons,vous iegnez,ils iegnent
iendre Passé Composé,j'ai ient,tu as ient,il a ient,nous avons ient,vous avez ient,ils ont ient
iendre Imparfait,j'iegnais,tu iegnais,il iegnait,nous iegnions,vous iegniez,ils iegnaient
iendre Plus-que-parfait,j'avais ient,tu avais ient,il avait ient,nous avions ient,vous aviez ient,ils avaient ient
iendre Futur Simple,j'iendrai,tu iendras,il iendra,nous iendrons,vous iendrez,ils iendront
iendre Futur Antérieur,j'aurai ient,tu auras ient,il aura ient,nous aurons ient,vous aurez ient,ils auront ient
iendre Conditionnel Présent,j'iendrais,tu iendrais,il iendrait,nous iendrions,vous iendriez,ils iendraient
iendre Conditionnel Passé,j'aurais ient,tu aurais ient,il aurait ient,nous aurions ient,vous auriez ient,ils auraient ient
iendre Subjonctif Présent,que j'iegne,que tu iegnes,qu'il iegne,que nous iegnions,que vous iegniez,qu'ils iegnent
iendre Subjonctif Passé,que j'aie ient,que tu aies ient,qu'il ait ient,que nous ayons ient,que vous ayez ient,qu'ils aient ient
iendre Subjonctif Imparfait,que j'iegnisse,que tu iegnisses,qu'il iegnît,que nous iegnissions,que vous iegnissiez,qu'ils iegnissent
iendre Subjonctif Plus-que-parfait,que j'eusse ient,que tu eusses ient,qu'il eût ient,que nous eussions ient,que vous eussiez ient,qu'ils eussent ient
iendre Passé simple,j'iegnis,tu iegnis,il iegnit,nous iegnîmes,vous iegnîtes,ils iegnirent
iendre Passé Antérieur,j'eus ient,tu eus ient,il eut ient,nous eûmes ient,vous eûtes ient,ils eurent ient
iendre Impératif Présent,,tu iens,,nous iegnons,vous iegnez,
iendre Infinitif Présent,j'iendre,tu iendre,il iendre,nous iendre,vous iendre,ils iendre
iendre Participe Présent,j'iegnant,tu iegnant,il iegnant,nous iegnant,vous iegnant,ils iegnant
iendre Participe Passé,j'ient,tu ient,il ient,nous ient,vous ient,ils ient

prendre Présent,je prends,tu prends,il prend,nous prenons,vous prenez,ils prennent
prendre Passé Composé,j'ai pris,tu as pris,il a pris,nous avons pris,vous avez pris,ils ont pris
prendre Imparfait,je prenais,tu prenais,il prenait,nous prenions,vous preniez,ils prenaient
prendre Plus-que-parfait,j'avais pris,tu avais pris,il avait pris,nous avions pris,vous aviez pris,ils avaient pris
prendre Futur Simple,je prendrai,tu prendras,il prendra,nous prendrons,vous prendrez,ils prendront
prendre Futur Antérieur,j'aurai pris,tu auras pris,il aura pris,nous aurons pris,vous aurez pris,ils auront pris
prendre Conditionnel Présent,je prendrais,tu prendrais,il prendrait,nous prendrions,vous prendriez,ils prendraient
prendre Conditionnel Passé,j'aurais pris,tu aurais pris,il aurait pris,nous aurions pris,vous auriez pris,ils auraient pris
prendre Subjonctif Présent,que je prenne,que tu prennes,qu'il prenne,que nous prenions,que vous preniez,qu'ils prennent
prendre Subjonctif Passé,que j'aie pris,que tu aies pris,qu'il ait pris,que nous ayons pris,que vous ayez pris,qu'ils aient pris
prendre Subjonctif Imparfait,que je prisse,que tu prisses,qu'il prît,que nous prissions,que vous prissiez,qu'ils prissent
prendre Subjonctif Plus-que-parfait,que j'eusse pris,que tu eusses pris,qu'il eût pris,que nous eussions pris,que vous eussiez pris,qu'ils eussent pris
prendre Passé simple,je pris,tu pris,il prit,nous prîmes,vous prîtes,ils prirent
prendre Passé Antérieur,j'eus pris,tu eus pris,il eut pris,nous eûmes pris,vous eûtes pris,ils eurent pris
prendre Impératif Présent,,tu prends,,nous prenons,vous prenez,
prendre Infinitif Présent,je prendre,tu prendre,il prendre,nous prendre,vous prendre,ils prendre
prendre Participe Présent,je prenant,tu prenant,il prenant,nous prenant,vous prenant,ils prenant
prendre Participe Passé,je pris,tu pris,il pris,nous pris,vous pris,ils pris

répandre Présent,je répands,tu répands,il répand,nous répandons,vous répandez,ils répandent
répandre Passé Composé,j'ai répandu,tu as répandu,il a répandu,nous avons répandu,vous avez répandu,ils ont répandu
répandre Imparfait,je répandais,tu répandais,il répandait,nous répandions,vous répandiez,ils répandaient
répandre Plus-que-parfait,j'avais répandu,tu avais répandu,il avait répandu,nous avions répandu,vous aviez répandu,ils avaient répandu
répandre Futur Simple,je répandrai,tu répandras,il répandra,nous répandrons,vous répandrez,ils répandront
répandre Futur Antérieur,j'aurai répandu,tu auras répandu,il aura répandu,nous aurons répandu,vous aurez répandu,ils auront répandu
répandre Conditionnel Présent,je répandrais,tu répandrais,il répandrait,nous répandrions,vous répandriez,ils répandraient
répandre Conditionnel Passé,j'aurais répandu,tu aurais répandu,il aurait répandu,nous aurions répandu,vous auriez répandu,ils auraient répandu
répandre Subjonctif Présent,que je répande,que tu répandes,qu'il répande,que nous répandions,que vous répandiez,qu'ils répandent
répandre Subjonctif Passé,que j'aie répandu,que tu aies répandu,qu'il ait répandu,que nous ayons répandu,que vous ayez répandu,qu'ils aient répandu
répandre Subjonctif Imparfait,que je répandisse,que tu répandisses,qu'il répandît,que nous répandissions,que vous répandissiez,qu'ils répandissent
répandre Subjonctif Plus-que-parfait,que j'eusse répandu,que tu eusses répandu,qu'il eût répandu,que nous eussions répandu,que vous eussiez répandu,qu'ils eussent répandu
répandre Passé simple,je répandis,tu répandis,il répandit,nous répandîmes,vous répandîtes,ils répandirent
répandre Passé Antérieur,j'eus répandu,tu eus répandu,il eut répandu,nous eûmes répandu,vous eûtes répandu,ils eurent répandu
répandre Impératif Présent,,tu répands,,nous répandons,vous répandez,
répandre Infinitif Présent,je répandre,tu répandre,il répandre,nous répandre,vous répandre,ils répandre
répandre Participe Présent,je répandant,tu répandant,il répandant,nous répandant,vous répandant,ils répandant
répandre Participe Passé,je répandu,tu répandu,il répandu,nous répandu,vous répandu,ils répandu

boire Présent,je bois,tu bois,il boit,nous buvons,vous buvez,ils boivent
boire Passé Composé,j'ai bu,tu as bu,il a bu,nous avons bu,vous avez bu,ils ont bu
boire Imparfait,je buvais,tu buvais,il buvait,nous buvions,vous buviez,ils buvaient
boire Plus-que-parfait,j'avais bu,tu avais bu,il avait bu,nous avions bu,vous aviez bu,ils avaient bu
boire Futur Simple,je boirai,tu boiras,il boira,nous boirons,vous boirez,ils boiront
boire Futur Antérieur,j'aurai bu,tu auras bu,il aura bu,nous aurons bu,vous aurez bu,ils auront bu
boire Conditionnel Présent,je boirais,tu boirais,il boirait,nous boirions,vous boiriez,ils boiraient
boire Conditionnel Passé,j'aurais bu,tu aurais bu,il aurait bu,nous aurions bu,vous auriez bu,ils auraient bu
boire Subjonctif Présent,que je boive,que tu boives,qu'il boive,que nous buvions,que vous buviez,qu'ils boivent
boire Subjonctif Passé,que j'aie bu,que tu aies bu,qu'il ait bu,que nous ayons bu,que vous ayez bu,qu'ils aient bu
boire Subjonctif Imparfait,que je busse,que tu busses,qu'il bût,que nous bussions,que vous bussiez,qu'ils bussent
boire Subjonctif Plus-que-parfait,que j'eusse bu,que tu eusses bu,qu'il eût bu,que nous eussions bu,que vous eussiez bu,qu'ils eussent bu
boire Passé simple,je bus,tu bus,il but,nous bûmes,vous bûtes,ils burent
boire Passé Antérieur,j'eus bu,tu eus bu,il eut bu,nous eûmes bu,vous eûtes bu,ils eurent bu
boire Impératif Présent,,tu bois,,nous buvons,vous buvez,
boire Infinitif Présent,je boire,tu boire,il boire,nous boire,vous boire,ils boire
boire Participe Présent,je buvant,tu buvant,il buvant,nous buvant,vous buvant,ils buvant
boire Participe Passé,je bu,tu bu,il bu,nous bu,vous bu,ils bu

clore Présent,je clos,tu clos,il clôt,,,ils closent
clore Passé Composé,j'ai clos,tu as clos,il a clos,nous avons clos,vous avez clos,ils ont clos
clore Imparfait,,,,,,
clore Plus-que-parfait,j'avais clos,tu avais clos,il avait clos,nous avions clos,vous aviez clos,ils avaient clos
clore Futur Simple,je clorai,tu cloras,il clora,nous clorons,vous clorez,ils cloront
clore Futur Antérieur,j'aurai clos,tu auras clos,il aura clos,nous aurons clos,vous aurez clos,ils auront clos
clore Conditionnel Présent,je clorais,tu clorais,il clorait,nous clorions,vous cloriez,ils cloraient
clore Conditionnel Passé,j'aurais clos,tu aurais clos,il aurait clos,nous aurions clos,vous auriez clos,ils auraient clos
clore Subjonctif Présent,que je close,que tu closes,qu'il close,que nous closions,que vous closiez,qu'ils closent
clore Subjonctif Passé,que j'aie clos,que tu aies clos,qu'il ait clos,que nous ayons clos,que vous ayez clos,qu'ils aient clos
clore Subjonctif Imparfait,,,,,,
clore Subjonctif Plus-que-parfait,que j'eusse clos,que tu eusses clos,qu'il eût clos,que nous eussions clos,que vous eussiez clos,qu'ils eussent clos
clore Passé simple,,,,,,
clore Passé Antérieur,j'eus clos,tu eus clos,il eut clos,nous eûmes clos,vous eûtes clos,ils eurent clos
clore Impératif Présent,,tu clos,,,,
clore Infinitif Présent,je clore,tu clore,il clore,nous clore,vous clore,ils clore
clore Participe Présent,je closant,tu closant,il closant,nous closant,vous closant,ils closant
clore Participe Passé,je clos,tu clos,il clos,nous clos,vous clos,ils clos

clure Présent,je clus,tu clus,il clut,nous cluons,vous cluez,ils cluent
clure Passé Composé,j'ai clu,tu as clu,il a clu,nous avons clu,vous avez clu,ils ont clu
clure Imparfait,je cluais,tu cluais,il cluait,nous cluions,vous cluiez,ils cluaient
clure Plus-que-parfait,j'avais clu,tu avais clu,il avait clu,nous avions clu,vous aviez clu,ils avaient clu
clure Futur Simple,je clurai,tu cluras,il clura,nous clurons,vous clurez,ils cluront
clure Futur Antérieur,j'aurai clu,tu auras clu,il aura clu,nous aurons clu,vous aurez clu,ils auront clu
clure Conditionnel Présent,je clurais,tu clurais,il clurait,nous clurions,vous cluriez,ils cluraient
clure Conditionnel Passé,j'aurais clu,tu aurais clu,il aurait clu,nous aurions clu,vous auriez clu,ils auraient clu
clure Subjonctif Présent,que je clue,que tu clues,qu'il clue,que nous cluions,que vous cluiez,qu'ils cluent
clure Subjonctif Passé,que j'aie clu,que tu aies clu,qu'il ait clu,que nous ayons clu,que vous ayez clu,qu'ils aient clu
clure Subjonctif Imparfait,que je clusse,que tu clusses,qu'il clût,que nous clussions,que vous clussiez,qu'ils clussent
clure Subjonctif Plus-que-parfait,que j'eusse clu,que tu eusses clu,qu'il eût clu,que nous eussions clu,que vous eussiez clu,qu'ils eussent clu
clure Passé simple,je clus,tu clus,il clut,nous clûmes,vous clûtes,ils clurent
clure Passé Antérieur,j'eus clu,tu eus clu,il eut clu,nous eûmes clu,vous eûtes clu,ils eurent clu
clure Impératif Présent,,tu clus,,nous cluons,vous cluez,
clure Infinitif Présent,je clure,tu clure,il clure,nous clure,vous clure,ils clure
clure Participe Présent,je cluant,tu cluant,il cluant,nous cluant,vous cluant,ils cluant
clure Participe Passé,je clu,tu clu,il clu,nous clu,vous clu,ils clu

confire Présent,je confis,tu confis,il confit,nous confisons,vous confisez,ils confisent
confire Passé Composé,j'ai confit,tu as confit,il a confit,nous avons confit,vous avez confit,ils ont confit
confire Imparfait,je confisais,tu confisais,il confisait,nous confisions,vous confisiez,ils confisaient
confire Plus-que-parfait,j'avais confit,tu avais confit,il avait confit,nous avions confit,vous aviez confit,ils avaient confit
confire Futur Simple,je confirai,tu confiras,il confira,nous confirons,vous confirez,ils confiront
confire Futur Antérieur,j'aurai confit,tu auras confit,il aura confit,nous aurons confit,vous aurez confit,ils auront confit
confire Conditionnel Présent,je confirais,tu confirais,il confirait,nous confirions,vous confiriez,ils confiraient
confire Conditionnel Passé,j'aurais confit,tu aurais confit,il aurait confit,nous aurions confit,vous auriez confit,ils auraient confit
confire Subjonctif Présent,que je confise,que tu confises,qu'il confise,que nous confisions,que vous confisiez,qu'ils confisent
confire Subjonctif Passé,que j'aie confit,que tu aies confit,qu'il ait confit,que nous ayons confit,que vous ayez confit,qu'ils aient confit
confire Subjonctif Imparfait,que je confisse,que tu confisses,qu'il confît,que nous confissions,que vous confissiez,qu'ils confissent
confire Subjonctif Plus-que-parfait,que j'eusse confit,que tu eusses confit,qu'il eût confit,que nous eussions confit,que vous eussiez confit,qu'ils eussent confit
confire Passé simple,je confis,tu confis,il confit,nous confîmes,vous confîtes,ils confirent
confire Passé Antérieur,j'eus confit,tu eus confit,il eut confit,nous eûmes confit,vous eûtes confit,ils eurent confit
confire Impératif Présent,,tu confis,,nous confisons,vous confisez,
confire Infinitif Présent,je confire,tu confire,il confire,nous confire,vous confire,ils confire
confire Participe Présent,je confisant,tu confisant,il confisant,nous confisant,vous confisant,ils confisant
confire Participe Passé,je confit,tu confit,il confit,nous confit,vous confit,ils confit

connaître Présent,je connais,tu connais,il connaît,nous connaissons,vous connaissez,ils connaissent
connaître Passé Composé,j'ai connu,tu as connu,il a connu,nous avons connu,vous avez connu,ils ont connu
connaître Imparfait,je connaissais,tu connaissais,il connaissait,nous connaissions,vous connaissiez,ils connaissaient
connaître Plus-que-parfait,j'avais connu,tu avais connu,il avait connu,nous avions connu,vous aviez connu,ils avaient connu
connaître Futur Simple,je connaîtrai,tu connaîtras,il connaîtra,nous connaîtrons,vous connaîtrez,ils connaîtront
connaître Futur Antérieur,j'aurai connu,tu auras connu,il aura connu,nous aurons connu,vous aurez connu,ils auront connu
connaître Conditionnel Présent,je connaîtrais,tu connaîtrais,il connaîtrait,nous connaîtrions,vous connaîtriez,ils connaîtraient
